,property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,property_id,builtup_area,study room,pooja room,store room,servant room,others,furnishing_type,facility_score,coordinates,latitude,longitude
1363,flat,parsvnath exotica,sector 53,4.8,16580.0,3,4,3+,8.0,Relatively New,I69204662,2500.0,0,1,0,1,1,2,174,"28.4433° N, 77.0948° E",28.4433,77.0948
1364,flat,mapsko mount ville,sector 79,1.3,8024.0,3,3,2,6.0,Relatively New,P69665214,1215.0,1,1,0,0,0,0,151,"28.3624° N, 76.9787° E",28.3624,76.9787
1365,flat,dlf the arbour,sector 63,7.52,19000.0,4,4,3,15.0,New Property,R69967702,3956.0,0,0,0,0,0,0,61,"28.3971° N, 77.0867° E",28.3971,77.0867
1366,flat,signature global solera,sector 107,0.28,5725.0,2,2,2,10.0,Relatively New,R69242440,543.0,0,0,0,0,0,0,38,"28.5052° N, 76.9729° E",28.5052,76.9729
1367,house,independent,sector 7,0.45,5000.0,3,2,0,1.0,Old Property,R69166614,1000.0,0,0,0,0,0,0,0,"28.4644° N, 77.0143° E",28.4644,77.0143
1368,flat,emaar gurgaon greens,sector 102,1.4,13690.0,3,3,3,7.0,Relatively New,F69028418,1315.0,0,0,0,1,0,0,67,"28.4750° N, 76.9715° E",28.475,76.9715
1369,flat,m3m golfestate,sector 65,6.15,15998.0,3,5,3+,1.0,Relatively New,W69736860,4271.0,0,0,0,1,0,1,49,"28.4030° N, 77.0690° E",28.403,77.069
1370,flat,paras dews,sector 106,0.87,9255.0,2,2,3+,1.0,New Property,X69767456,1120.0,0,0,0,0,0,0,174,"28.5007° N, 77.0003° E",28.5007,77.0003
1371,flat,sare homes,sector 92,0.95,4750.0,4,3,2,17.0,New Property,J57458556,1983.0,0,0,0,0,0,0,7,"28.4079° N, 76.9153° E",28.4079,76.9153
1372,house,huda floor,sector 38,4.0,22222.0,4,9,3+,2.0,Relatively New,Y69769594,4800.0,0,1,1,0,0,2,152,"28.4347° N, 77.0430° E",28.4347,77.043
1373,house,independent,sector 31,4.6,32258.0,2,2,2,2.0,Moderately Old,R68564090,1426.0,0,0,0,0,0,0,0,"28.4528° N, 77.0498° E",28.4528,77.0498
1374,flat,experion windchants,sector 112,2.5,13888.0,2,2,3,10.0,Relatively New,X69128918,1939.03,1,1,0,0,0,2,174,"28.5189° N, 77.0183° E",28.5189,77.0183
1375,flat,godrej oasis,sector 88a,1.5,8108.0,3,3,3+,11.0,New Property,R41823271,1674.0,0,0,0,0,0,0,39,"28.4347° N, 76.9557° E",28.4347,76.9557
1376,flat,orris aster court premier,sector 85,1.25,5896.0,3,4,2,5.0,Relatively New,F59189772,1900.0,0,0,0,1,0,2,174,"28.4042° N, 76.9513° E",28.4042,76.9513
1377,flat,imperia the esfera,sector 37c,0.99,5500.0,3,3,1,10.0,New Property,N70028090,1643.0,0,0,0,1,0,0,49,"28.4515° N, 76.9882° E",28.4515,76.9882
1378,house,eros rosewood city,sector 49,3.75,22046.0,3,3,1,2.0,Old Property,B68550854,1701.0,0,1,0,0,0,2,6,"28.4121° N, 77.0480° E",28.4121,77.048
1379,house,international city by sobha phase 1,sector 109,5.7,10556.0,4,5,3+,3.0,Relatively New,N69283292,5400.0,1,1,1,1,0,0,160,"28.5073° N, 77.0089° E",28.5073,77.0089
1380,flat,ambience creacions,sector 22,2.55,13709.0,3,3,3,8.0,Relatively New,H70126464,1860.0,0,0,0,0,1,2,125,"28.5072° N, 77.0640° E",28.5072,77.064
1381,flat,m3m woodshire,sector 107,1.3,8922.0,3,3,3+,4.0,Relatively New,B67389294,1554.0,0,1,0,0,0,2,174,"28.5052° N, 76.9729° E",28.5052,76.9729
1382,house,independent,sector 4,3.25,14444.0,3,3,2,2.0,Old Property,J65967930,2250.0,0,0,0,0,0,0,27,"28.4738° N, 77.0107° E",28.4738,77.0107
1383,flat,sare green parc phase 3,sector 92,1.08,5150.0,4,4,2,16.0,New Property,A46782853,1891.0,0,0,0,1,0,0,107,"28.4079° N, 76.9153° E",28.4079,76.9153
1384,flat,signature global city 81,sector 81,0.89,8279.0,2,2,2,3.0,Under Construction,M68963232,1194.0,0,0,0,0,1,0,20,"28.3867° N, 76.9485° E",28.3867,76.9485
1385,flat,tarc maceo,sector 91,1.8,7758.0,4,3,3+,0.0,Relatively New,Q70100554,2578.0,1,1,0,0,0,1,45,"28.4014° N, 76.9225° E",28.4014,76.9225
1386,house,independent,sector 7,1.15,8518.0,5,3,2,2.0,Old Property,R69883382,1350.0,0,1,0,0,0,0,15,"28.4644° N, 77.0143° E",28.4644,77.0143
1387,house,uppal southend,sector 49,4.4,15278.0,6,6,3,3.0,Moderately Old,V68250404,2880.0,1,1,1,1,0,1,110,"28.4121° N, 77.0480° E",28.4121,77.048
1388,house,independent,sector 91,3.6,14815.0,4,4,3,2.0,New Property,R69964752,2430.0,0,0,0,0,0,2,49,"28.4014° N, 76.9225° E",28.4014,76.9225
1389,flat,dlf new town heights,sector 90,1.9,5683.0,4,4,3+,7.0,Relatively New,N43831871,2468.0,0,1,0,1,0,0,88,"28.4085° N, 76.9369° E",28.4085,76.9369
1390,flat,emaar mgf palm hills,sector 77,1.9,9500.0,3,4,3+,6.0,New Property,F70162682,1582.0,0,0,0,1,0,2,42,"28.3801° N, 76.9845° E",28.3801,76.9845
1391,house,independent,sector 21,0.45,8411.0,3,2,1,1.0,Old Property,X69854254,594.0,0,0,0,0,0,0,0,"28.5134° N, 77.0723° E",28.5134,77.0723
1392,flat,m3m sky lofts,sector 71,0.9,13177.0,1,1,0,6.0,New Property,Q70179600,683.0,0,0,0,0,0,0,77,"28.4104° N, 77.0281° E",28.4104,77.0281
1393,flat,ramprastha primera,sector 37d,1.02,6000.0,3,2,3,22.0,Under Construction,Q67217474,1538.0,0,0,0,0,0,0,43,"28.4478° N, 76.9703° E",28.4478,76.9703
1394,flat,raheja vedaanta,sector 108,1.0,4854.0,2,2,2,0.0,Relatively New,L70031164,2060.0,0,0,0,0,0,0,0,"28.5134° N, 76.9830° E",28.5134,76.983
1395,flat,shapoorji pallonji joyville gurugram,sector 102,1.41,10307.0,2,2,3,0.0,Relatively New,N69316338,1238.0,0,0,0,0,1,0,49,"28.4750° N, 76.9715° E",28.475,76.9715
1396,flat,sobha city,sector 108,2.45,14040.0,3,3,3,15.0,Relatively New,U70067818,1460.0,0,0,0,0,0,0,49,"28.5134° N, 76.9830° E",28.5134,76.983
1397,flat,tulip violet,sector 69,1.76,9513.0,3,4,2,0.0,Relatively New,V69722022,1674.0,0,0,0,0,0,0,157,"28.3966° N, 77.0341° E",28.3966,77.0341
1398,flat,gls avenue 51,sector 92,0.45,7614.0,2,2,1,10.0,New Property,M62215626,646.0,1,0,0,0,0,2,20,"28.4079° N, 76.9153° E",28.4079,76.9153
1399,flat,ild greens,sector 37c,0.95,5066.0,3,3,3+,0.0,New Property,C67438794,1697.0,0,0,0,0,0,0,51,"28.4515° N, 76.9882° E",28.4515,76.9882
1400,flat,supertech araville,sector 79,0.9,6950.0,2,2,0,12.0,Relatively New,E68021654,1295.0,0,0,0,0,0,0,0,"28.3624° N, 76.9787° E",28.3624,76.9787
1401,house,vipul tatvam villa,sector 48,6.4,24691.0,3,4,3,2.0,Relatively New,I69883330,2592.0,1,0,1,1,0,2,148,"28.4177° N, 77.0359° E",28.4177,77.0359
1402,house,emaar mgf marbella,sector 66,9.01,16066.0,4,4,3+,3.0,Relatively New,X69959612,5607.9919,0,0,1,1,0,0,122,"28.3925° N, 77.0541° E",28.3925,77.0541
1403,flat,godrej,sector 79,2.01,8495.0,3,4,3+,6.0,Relatively New,Z69484588,2141.0,0,0,0,1,0,0,158,"28.3624° N, 76.9787° E",28.3624,76.9787
1404,flat,central park flower valley,sector 33,2.3,12777.0,4,4,3+,5.0,New Property,E69609918,2000.0,0,1,0,1,0,0,42,"28.4420° N, 77.0207° E",28.442,77.0207
1405,flat,ansal heights,sector 92,0.6,4546.0,2,2,3,11.0,Under Construction,U38642171,1195.0,0,0,0,0,1,0,23,"28.4079° N, 76.9153° E",28.4079,76.9153
1406,flat,signature global solera,sector 107,0.3,6134.0,2,2,1,5.0,Relatively New,R50229778,544.0,0,0,0,0,0,0,57,"28.5052° N, 76.9729° E",28.5052,76.9729
1407,flat,ss the leaf,sector 85,1.25,10888.0,2,2,3+,17.0,Relatively New,X69884956,1426.0,0,0,1,0,0,0,156,"28.4042° N, 76.9513° E",28.4042,76.9513
1408,flat,unitech heritage city,sector 14,4.26,13108.0,4,4,0,9.0,Old Property,J69091360,3250.0,0,0,0,0,0,0,0,"28.4711° N, 77.0454° E",28.4711,77.0454
1409,flat,siddhartha apartment,sector 95,0.72,3664.0,3,3,2,4.0,Relatively New,W43918929,1800.0,0,0,0,0,1,0,21,"28.4172° N, 76.9081° E",28.4172,76.9081
1410,flat,ss the leaf,sector 85,1.14,6433.0,2,2,3,16.0,Relatively New,D69824212,1604.0,0,0,0,0,0,0,44,"28.4042° N, 76.9513° E",28.4042,76.9513
1411,flat,nagata group housing society,sector 1,0.85,3695.0,3,3,3+,4.0,Relatively New,W68198492,2081.0,0,0,0,1,0,0,5,"28.3663° N, 76.9456° E",28.3663,76.9456
1412,house,independent,sector 67,1.5,8642.0,5,3,2,2.0,New Property,L68022348,200.0,0,0,0,0,0,0,0,"28.3859° N, 77.0608° E",28.3859,77.0608
1413,house,independent,sector 12,0.7,4117.0,4,4,1,2.0,Moderately Old,C69983014,1700.0,0,0,0,0,0,0,0,"28.4723° N, 77.0320° E",28.4723,77.032
1414,house,independent,sector 45,16.0,35003.0,6,7,3+,3.0,Relatively New,A64501138,4500.0,1,1,1,1,0,2,105,"28.4466° N, 77.0660° E",28.4466,77.066
1415,flat,indiabulls centrum park,sector 103,1.01,8080.0,2,2,3,5.0,Relatively New,K69069814,1338.0,0,0,1,0,0,2,165,"28.4949° N, 76.9845° E",28.4949,76.9845
1416,flat,sobha city,sector 108,3.35,13266.0,3,4,2,19.0,New Property,Z67172840,2525.0,0,0,0,0,0,0,102,"28.5134° N, 76.9830° E",28.5134,76.983
1417,flat,ats triumph,sector 104,1.73,7554.0,3,4,3+,15.0,Relatively New,P68670840,2072.0,0,0,0,1,0,0,159,"28.4788° N, 76.9960° E",28.4788,76.996
1418,flat,tulip violet,sector 69,1.4,8856.0,3,3,2,9.0,Relatively New,X68278208,1428.0,0,1,0,0,0,0,120,"28.3966° N, 77.0341° E",28.3966,77.0341
1419,flat,ats kocoon,sector 109,1.6,9169.0,3,3,3,10.0,Relatively New,U68138998,1550.0,0,0,0,0,0,0,86,"28.5073° N, 77.0089° E",28.5073,77.0089
1420,flat,godrej nature plus,sector 33,1.2,13369.0,2,2,0,11.0,Under Construction,I69588098,85.0,0,0,0,0,0,0,56,"28.4420° N, 77.0207° E",28.442,77.0207
1421,house,nul,sector 25,6.25,34722.0,5,5,3,2.0,Moderately Old,C68371626,1800.0,0,1,0,1,0,2,112,"28.4844° N, 77.0860° E",28.4844,77.086
1422,flat,sare crescent parc royal greens phase 1,sector 92,0.5,5000.0,2,2,3,2.0,Relatively New,J69634490,1000.0,0,0,0,0,0,0,0,"28.4079° N, 76.9153° E",28.4079,76.9153
1423,flat,paras dews,sector 106,0.95,6859.0,2,2,3+,2.0,Relatively New,B70066954,940.0,0,0,0,0,0,0,49,"28.5007° N, 77.0003° E",28.5007,77.0003
1424,flat,vipul lavanya,sector 81,0.6,6666.0,2,2,1,0.0,Relatively New,P69554534,1000.0,0,0,0,0,0,0,49,"28.3867° N, 76.9485° E",28.3867,76.9485
1425,house,independent,sector 14,4.15,18444.0,5,4,2,2.0,Old Property,E69326398,2250.0,0,0,0,0,0,2,51,"28.4711° N, 77.0454° E",28.4711,77.0454
1426,flat,tulip ivory,sector 70,2.35,9791.0,4,4,3+,8.0,Moderately Old,J69769036,2667.0,0,0,0,1,0,0,108,"28.3968° N, 77.0233° E",28.3968,77.0233
1427,flat,mrg world ultimus,sector 90,0.5,6983.0,2,2,2,1.0,Under Construction,K68195520,796.0,0,0,0,0,0,0,21,"28.4085° N, 76.9369° E",28.4085,76.9369
1428,flat,elan mercado,sector 80,0.85,12408.0,1,1,1,15.0,Relatively New,A67150216,761.0,0,0,0,0,0,0,60,"28.3659° N, 76.9557° E",28.3659,76.9557
1429,flat,orris aster court premier,sector 85,1.45,6839.0,3,4,2,3.0,New Property,V69344024,1616.0,0,0,0,1,0,0,16,"28.4042° N, 76.9513° E",28.4042,76.9513
1430,house,international city by sobha phase 1,sector 109,6.0,9634.0,4,5,3,2.0,Moderately Old,D69749214,6228.0,0,0,0,0,0,0,76,"28.5073° N, 77.0089° E",28.5073,77.0089
1431,flat,tulip purple,sector 69,1.92,8000.0,4,5,3+,5.0,Relatively New,O69569386,2172.0,0,0,0,1,0,2,158,"28.3966° N, 77.0341° E",28.3966,77.0341
1432,flat,shapoorji pallonji joyville gurugram,sector 102,2.5,14000.0,3,3,3,15.0,Under Construction,S70038400,1653.0,0,0,0,0,0,0,151,"28.4750° N, 76.9715° E",28.475,76.9715
1433,flat,godrej,sector 79,1.28,8504.0,3,3,3,7.0,Relatively New,W69485350,1362.0,0,0,0,0,0,0,158,"28.3624° N, 76.9787° E",28.3624,76.9787
1434,house,independent,sector 7,2.25,15625.0,3,3,2,2.0,Old Property,U67242684,1440.0,0,0,0,0,0,2,27,"28.4644° N, 77.0143° E",28.4644,77.0143
1435,flat,the lions cghs,sector 56,2.05,8541.0,4,4,3+,8.0,Moderately Old,G70154506,2667.0,0,0,0,0,0,2,49,"28.4245° N, 77.0991° E",28.4245,77.0991
1436,flat,ats triumph,sector 104,2.65,8412.0,4,4,3+,14.0,Relatively New,M69157638,2898.0,0,0,0,1,0,0,21,"28.4788° N, 76.9960° E",28.4788,76.996
1437,house,vatika signature villas,sector 82,4.7,21759.0,3,3,3+,3.0,New Property,T67390688,2160.0,0,0,0,1,0,0,33,"28.3935° N, 76.9600° E",28.3935,76.96
1438,house,independent,sector 4,1.9,8444.0,4,3,2,2.0,Moderately Old,G69479028,211.0,0,1,1,0,0,2,46,"28.4738° N, 77.0107° E",28.4738,77.0107
1439,house,vipul tatvam villa,sector 48,19.5,22222.0,5,6,3,2.0,Moderately Old,Q69047570,8775.0,1,1,1,1,0,2,110,"28.4177° N, 77.0359° E",28.4177,77.0359
1440,flat,shree vardhman flora,sector 90,0.92,4906.0,3,4,3,4.0,Relatively New,I68039286,1493.0,0,0,0,1,0,0,116,"28.4085° N, 76.9369° E",28.4085,76.9369
1441,flat,vatika city homes,sector 83,1.08,6206.0,3,3,3,6.0,Relatively New,U69729074,1537.0,0,0,1,0,0,0,111,"28.3986° N, 76.9647° E",28.3986,76.9647
1442,flat,ramsons kshitij,sector 95,0.33,3911.0,2,2,1,14.0,New Property,N62052196,694.0,0,0,0,0,1,2,79,"28.4172° N, 76.9081° E",28.4172,76.9081
1443,flat,paras dews,sector 106,1.15,7419.0,3,3,3,11.0,Relatively New,C69626052,1650.0,0,1,0,1,0,2,174,"28.5007° N, 77.0003° E",28.5007,77.0003
1444,flat,bestech park view residency,sector 2,1.36,7646.0,3,3,3+,5.0,Moderately Old,X68401148,1611.0,0,0,0,0,0,0,84,"28.5095° N, 77.0320° E",28.5095,77.032
1445,flat,m3m capital,sector 113,2.57,15575.0,4,5,3+,25.0,Under Construction,B68315926,2060.0,1,0,0,0,0,2,79,"28.5287° N, 77.0233° E",28.5287,77.0233
1446,flat,emaar mgf palm hills,sector 77,1.25,8620.0,3,4,3,1.0,Relatively New,T69205518,1611.0,0,0,0,1,0,2,104,"28.3801° N, 76.9845° E",28.3801,76.9845
1447,flat,birla navya,sector 63a,3.7,15416.0,3,3,3+,1.0,Under Construction,W66533824,2667.0,0,0,0,0,0,0,72,"28.3923° N, 77.0888° E",28.3923,77.0888
1448,flat,godrej,sector 79,2.0,8453.0,3,4,3+,2.0,Relatively New,O69003136,2629.0,0,0,0,1,0,2,156,"28.3624° N, 76.9787° E",28.3624,76.9787
1449,flat,indiabulls enigma,sector 110,3.4,10000.0,4,5,3,10.0,Relatively New,R69549220,3000.0,0,0,0,1,0,0,152,"28.5145° N, 77.0197° E",28.5145,77.0197
1450,house,eldeco mansionz,sector 48,5.0,21367.0,7,7,3,2.0,Moderately Old,R70114886,2340.0,0,0,0,0,0,2,40,"28.4177° N, 77.0359° E",28.4177,77.0359
1451,flat,signature global solera,sector 107,0.28,5623.0,2,2,2,14.0,Relatively New,Z69242412,543.0,0,0,0,0,0,0,38,"28.5052° N, 76.9729° E",28.5052,76.9729
1452,house,independent,sector 25,6.5,36111.0,4,3,3,3.0,Moderately Old,Q70088736,1800.0,1,1,0,0,0,0,19,"28.4844° N, 77.0860° E",28.4844,77.086
1453,house,spaze privy,sector 72,3.1,8486.0,5,5,3+,21.0,Relatively New,I69930432,3653.0,0,0,0,0,0,0,0,"28.4225° N, 77.0211° E",28.4225,77.0211
1454,flat,godrej meridien,sector 106,3.2,16000.0,3,3,3+,6.0,Under Construction,L68771822,2224.0,0,0,0,1,0,0,49,"28.5007° N, 77.0003° E",28.5007,77.0003
1455,flat,pareena coban residences,sector 99a,1.56,7811.0,3,5,3,4.0,New Property,Z70031022,1807.0,0,0,0,1,1,0,49,"28.4561° N, 76.9542° E",28.4561,76.9542
1456,flat,pyramid urban homes 2,sector 86,0.41,8283.0,2,2,1,7.0,New Property,J68669646,557.0,1,1,0,1,1,0,49,"28.3986° N, 76.9384° E",28.3986,76.9384
1457,house,independent,sector 2,2.5,16056.0,4,4,2,4.0,Old Property,Q65612308,1557.0,0,0,0,0,0,0,17,"28.5095° N, 77.0320° E",28.5095,77.032
1458,house,independent,sector 105,9.9,49500.0,2,2,2,3.0,Moderately Old,J66250436,2000.0,0,0,0,0,0,0,0,"28.4952° N, 77.0114° E",28.4952,77.0114
1459,flat,smart world orchard,sector 61,2.5,16139.0,3,3,1,1.0,Under Construction,K69876578,1549.0,0,0,0,0,0,0,61,"28.4050° N, 77.0963° E",28.405,77.0963
1460,flat,orchid petals,sector 49,4.52,10984.0,5,5,3+,14.0,Moderately Old,K69732128,3724.0,1,1,0,1,0,0,49,"28.4121° N, 77.0480° E",28.4121,77.048
1461,flat,m3m woodshire,sector 107,1.65,5960.0,4,5,3+,12.0,Relatively New,I68360600,2505.0,0,0,0,1,0,0,21,"28.5052° N, 76.9729° E",28.5052,76.9729
1462,flat,emaar palm gardens,sector 83,3.15,8400.0,5,7,3+,15.0,Relatively New,J69236342,3200.0,0,0,0,1,0,2,165,"28.3986° N, 76.9647° E",28.3986,76.9647
1463,flat,emaar gurgaon greens,sector 102,1.6,9696.0,3,3,3,8.0,Relatively New,I70126602,1315.0,0,0,0,0,0,0,46,"28.4750° N, 76.9715° E",28.475,76.9715
1464,flat,rail vihar cghs,sector 56,1.35,10384.0,3,2,2,1.0,Old Property,V69706736,1275.0,0,0,0,0,1,0,159,"28.4245° N, 77.0991° E",28.4245,77.0991
1465,flat,adani aangan galleria,sector 89,0.25,5000.0,1,1,1,6.0,New Property,P66797320,430.0,0,0,0,0,0,0,74,"28.4253° N, 76.9439° E",28.4253,76.9439
1466,house,ansals palam vihar,sector 2,2.75,17662.0,3,3,3,2.0,Moderately Old,E69690248,1557.0,1,1,0,0,0,2,15,"28.5095° N, 77.0320° E",28.5095,77.032
1467,flat,emaar palm heights,sector 77,2.1,10370.0,3,3,3,17.0,New Property,M66237678,1833.0,1,0,0,1,0,0,8,"28.3801° N, 76.9845° E",28.3801,76.9845
1468,house,independent,sector 11,0.9,10000.0,2,4,3+,4.0,Moderately Old,R65475420,900.0,0,0,0,0,0,0,7,"28.4531° N, 77.0202° E",28.4531,77.0202
1469,flat,ild greens,sector 37c,0.95,9223.0,2,2,3+,11.0,Relatively New,K69393628,1179.0,0,1,1,0,0,2,119,"28.4515° N, 76.9882° E",28.4515,76.9882
1470,flat,shree vardhman victoria,sector 70,1.15,8518.0,2,2,2,6.0,Relatively New,Q69083398,1500.0,1,0,0,0,0,0,85,"28.3968° N, 77.0233° E",28.3968,77.0233
1471,flat,signature global city,sector 37d,1.25,6082.0,3,3,3,4.0,Under Construction,H69851460,2283.0,0,0,0,0,0,0,16,"28.4478° N, 76.9703° E",28.4478,76.9703
1472,flat,indiabulls centrum park,sector 103,1.65,8250.0,3,3,3+,15.0,Relatively New,V69886138,1683.0,1,0,0,0,0,0,38,"28.4949° N, 76.9845° E",28.4949,76.9845
1473,flat,shri ram apartments,sector 4,0.46,5111.0,2,2,1,1.0,Relatively New,M67722756,1000.0,0,0,0,0,0,2,69,"28.4738° N, 77.0107° E",28.4738,77.0107
1474,flat,ss,sector 85,2.14,7610.0,4,4,3,6.0,Relatively New,M70087436,2300.0,1,1,0,1,0,0,49,"28.4042° N, 76.9513° E",28.4042,76.9513
1475,flat,corona optus,sector 37c,1.25,8928.0,3,3,3,2.0,Relatively New,Y70043972,1563.0,1,0,0,0,0,0,49,"28.4515° N, 76.9882° E",28.4515,76.9882
1476,flat,pareena coban residences,sector 99a,1.13,5658.0,3,5,3,5.0,Relatively New,O68920324,1790.0,0,0,0,1,1,0,49,"28.4561° N, 76.9542° E",28.4561,76.9542
1477,flat,corona optus,sector 37c,1.2,6916.0,3,4,3,8.0,Relatively New,A69464642,1635.0,0,0,0,0,0,0,149,"28.4515° N, 76.9882° E",28.4515,76.9882
1478,flat,zara aavaas,sector 104,0.4,7036.0,2,2,1,4.0,Relatively New,S56426314,514.0,0,0,0,0,0,0,52,"28.4788° N, 76.9960° E",28.4788,76.996
1479,flat,sukhshanti apartment,sector 56,1.65,7006.0,3,3,3+,5.0,Moderately Old,U69297024,2131.0,1,0,0,0,0,2,134,"28.4245° N, 77.0991° E",28.4245,77.0991
1480,flat,paras dews,sector 106,1.25,11061.0,3,4,3+,7.0,Relatively New,J69531810,1186.0,1,0,0,1,0,0,167,"28.5007° N, 77.0003° E",28.5007,77.0003
1481,house,independent,sector 3,0.9,8928.0,3,1,0,1.0,Moderately Old,E70113272,1008.0,0,0,0,0,0,0,0,"28.4909° N, 77.0176° E",28.4909,77.0176
1482,flat,tulip orange,sector 70,1.1,8148.0,3,2,2,5.0,Relatively New,S69737856,1350.0,0,0,0,0,0,0,0,"28.3968° N, 77.0233° E",28.3968,77.0233
1483,house,independent,sector 3,0.92,15257.0,4,1,0,1.0,Moderately Old,B69062474,603.0,0,0,0,0,0,0,0,"28.4909° N, 77.0176° E",28.4909,77.0176
1484,flat,vatika gurgaon,sector 83,1.1,6051.0,3,3,3,12.0,Relatively New,V67219316,1570.0,0,0,0,1,0,2,66,"28.3986° N, 76.9647° E",28.3986,76.9647
1485,flat,m3m woodshire,sector 107,1.01,7394.0,2,2,3+,11.0,New Property,P22187629,1200.0,0,0,0,0,1,0,74,"28.5052° N, 76.9729° E",28.5052,76.9729
1486,flat,ireo skyon,sector 60,3.6,12815.0,4,5,3,24.0,Relatively New,O69237000,2604.0,0,0,0,1,0,2,49,"28.4003° N, 77.0975° E",28.4003,77.0975
1487,house,malibu towne,sector 47,8.81,27191.0,8,6,3+,3.0,Moderately Old,M69463338,3240.0,1,0,0,1,1,2,27,"28.4276° N, 77.0492° E",28.4276,77.0492
1488,flat,ss the leaf,sector 85,2.2,6934.0,4,5,3+,4.0,Relatively New,H66299578,2545.0,0,0,0,0,0,0,106,"28.4042° N, 76.9513° E",28.4042,76.9513
1489,flat,ireo the corridors,sector 67a,2.08,12044.0,3,3,2,6.0,Under Construction,W32639849,1563.0,0,0,0,0,1,0,55,"28.3960° N, 77.0372° E",28.396,77.0372
1490,flat,pioneer urban presidia,sector 62,7.15,16486.0,4,5,3+,7.0,Relatively New,A68758618,3925.0,1,0,1,1,0,2,158,"28.4139° N, 77.0886° E",28.4139,77.0886
1491,flat,adani m2k oyster grande,sector 102,2.5,7817.0,4,5,3+,5.0,Relatively New,O66498046,2894.0,0,0,0,1,0,0,76,"28.4750° N, 76.9715° E",28.475,76.9715
1492,flat,corona optus,sector 37c,1.27,7203.0,3,3,3,2.0,Relatively New,U70043904,1581.0,1,0,0,0,1,0,49,"28.4515° N, 76.9882° E",28.4515,76.9882
1493,flat,supertech araville,sector 79,1.35,9000.0,2,2,3,6.0,New Property,L21848441,1350.0,1,0,0,0,1,2,88,"28.3624° N, 76.9787° E",28.3624,76.9787
1494,flat,ambience lagoon,sector 24,5.8,12500.0,3,4,3+,9.0,Old Property,J18888617,3700.0,1,1,0,1,1,1,68,"28.4939° N, 77.1038° E",28.4939,77.1038
1495,house,dlf city plots phase 3,sector 24,1.6,3292.0,8,5,3+,4.0,Old Property,N61562702,540.0,0,0,0,0,0,0,8,"28.4939° N, 77.1038° E",28.4939,77.1038
1496,flat,pareena mi casa,sector 68,0.92,7389.0,2,2,3,5.0,Under Construction,O20402717,1127.0,0,0,0,0,1,0,50,"28.3853° N, 77.0484° E",28.3853,77.0484
1497,flat,ss,sector 85,2.1,7467.0,4,4,3,2.0,Relatively New,R70087176,2600.0,0,0,0,0,0,0,49,"28.4042° N, 76.9513° E",28.4042,76.9513
1498,house,ansals florence villa,sector 57,3.65,10579.0,6,6,2,3.0,Moderately Old,X69488470,3450.0,1,1,1,1,0,1,152,"28.4232° N, 77.0752° E",28.4232,77.0752
1499,flat,emaar palm gardens,sector 83,1.4,9675.0,3,3,3,11.0,Relatively New,Q68168688,1582.0,0,0,0,1,0,1,58,"28.3986° N, 76.9647° E",28.3986,76.9647
1500,house,independent,sector 17,9.5,23457.0,8,8,3,3.0,Relatively New,P69309028,4050.0,1,0,0,0,0,2,27,"28.4791° N, 77.0608° E",28.4791,77.0608
1501,flat,kashish manor one,sector 111,1.65,7097.0,3,4,3+,14.0,Under Construction,L19055997,2104.0,0,0,0,1,1,0,8,"28.5238° N, 77.0320° E",28.5238,77.032
1502,flat,supertech hues,sector 68,1.0,8474.0,2,2,2,12.0,New Property,G60847090,1311.0,0,0,0,0,0,0,54,"28.3853° N, 77.0484° E",28.3853,77.0484
1503,flat,corona optus,sector 37c,1.26,7250.0,3,3,3,4.0,New Property,G69594300,1400.0,0,0,0,0,0,0,28,"28.4515° N, 76.9882° E",28.4515,76.9882
1504,flat,sapphire eighty three,sector 83,0.65,9286.0,1,1,0,6.0,Relatively New,C68022584,700.0,0,0,0,0,0,0,0,"28.3986° N, 76.9647° E",28.3986,76.9647
1505,house,independent,sector 55,4.6,21296.0,3,3,3+,2.0,Old Property,B69565628,2160.0,0,1,1,1,0,2,37,"28.4281° N, 77.1100° E",28.4281,77.11
1506,flat,ramsons kshitij,sector 95,0.22,6470.0,1,1,1,2.0,New Property,N52301370,308.0,0,0,0,0,0,0,0,"28.4172° N, 76.9081° E",28.4172,76.9081
1507,house,unitech nirvana birch court,sector 50,11.95,36883.0,3,3,2,1.0,Moderately Old,T69900704,3240.0,1,0,0,1,0,0,101,"28.4178° N, 77.0628° E",28.4178,77.0628
1508,house,independent,sector 103,2.25,6367.0,3,5,3+,10.0,Relatively New,R68478332,3534.0,0,0,0,0,0,0,0,"28.4949° N, 76.9845° E",28.4949,76.9845
1509,flat,conscient one,sector 109,1.7,17617.0,1,1,2,9.0,Relatively New,C68597238,965.0,0,0,0,0,0,0,0,"28.5073° N, 77.0089° E",28.5073,77.0089
1510,house,unitech aspen greens,sector 50,6.95,4490.0,3,3,1,2.0,Moderately Old,C69454118,2160.0,0,0,0,1,0,0,160,"28.4178° N, 77.0628° E",28.4178,77.0628
1511,flat,ambience lagoon,sector 24,4.25,13281.0,3,4,3+,3.0,Old Property,Z69119494,3201.0,0,0,1,1,0,2,131,"28.4939° N, 77.1038° E",28.4939,77.1038
1512,flat,shapoorji pallonji joyville,sector 102,1.1,12022.0,2,2,1,7.0,Relatively New,K69058384,915.0,0,0,0,0,0,0,0,"28.4750° N, 76.9715° E",28.475,76.9715
