property_type,society,sector,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,property_id,super_builtup_area,builtup_area,carpet_area,study room,pooja room,store room,servant room,others,furnishing_type,facility_score
flat,krrish provence estate,gwal pahari,7.5,7500.0,10000.0,Super Built up area 10000(929.03 sq.m.),5,6,3+,23.0,North-East,Undefined,V69711876,10000.0,,,0,1,0,1,1,0,49
flat,umang monsoon breeze,sector 78,0.62,5004.0,1239.0,Super Built up area 1239(115.11 sq.m.)Built Up area: 1115 sq.ft. (103.59 sq.m.)Carpet area: 947 sq.ft. (87.98 sq.m.),2,2,1,7.0,South,Undefined,T69662316,1239.0,1115.0,947.0,0,0,1,0,0,0,111
house,independent,sector 26,5.8,12837.0,4518.0,Plot area 502(419.74 sq.m.),4,4,3+,4.0,,Undefined,U70115748,,4518.0,,0,0,0,0,0,0,38
flat,ramprasta awho,sector 95,0.92,5257.0,1750.0,Built Up area: 1750 (162.58 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3,3,3+,13.0,North-East,Undefined,O64571990,,1750.0,1600.0,0,0,0,0,0,0,0
house,independent,sector 12,0.7,6034.0,1160.0,Plot area 1160(107.77 sq.m.),3,3,0,1.0,North-East,Undefined,T53379380,,1160.0,,0,0,0,0,0,0,23
flat,dlf the primus,sector 82a,2.95,11451.0,2576.0,Super Built up area 2576(239.32 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),4,5,3+,10.0,North-East,Undefined,U70012350,2576.0,,1700.0,0,0,0,1,0,1,174
flat,mittal cosmos executive apartments,sector 2,0.75,6550.0,1145.0,Super Built up area 1145(106.37 sq.m.)Built Up area: 1100 sq.ft. (102.19 sq.m.),2,2,2,15.0,,Undefined,K65460496,1145.0,1100.0,,0,0,0,0,0,2,42
house,independent,sector 2,5.0,15384.0,3250.0,Carpet area: 3250 (301.93 sq.m.),6,6,2,1.0,South,Undefined,G69905858,,,3250.0,0,0,0,0,0,0,0
house,independent,sector 50,12.5,40611.0,3078.0,Plot area 342(285.96 sq.m.),6,5,3,4.0,East,Undefined,Y64066178,,3078.0,,1,1,0,1,0,2,23
flat,supertech araville,sector 79,1.45,7455.0,1945.0,Carpet area: 1945 (180.7 sq.m.),3,3,3,3.0,North,Undefined,U68283872,,,1945.0,0,0,0,0,0,0,0
flat,ansal sushant lok ci,sector 43,2.0,15151.0,1320.0,Carpet area: 1320 (122.63 sq.m.),3,3,2,1.0,North,Undefined,V68773394,,,1320.0,0,0,0,1,0,1,15
flat,tulip violet,sector 69,1.38,8972.0,1538.0,Carpet area: 1538 (142.88 sq.m.),3,3,1,12.0,West,Undefined,N68450700,,,1538.0,0,0,0,0,0,0,174
house,malibu towne,sector 47,1.15,41818.0,275.0,Plot area 275(25.55 sq.m.),3,3,3,2.0,North-East,Undefined,G70106720,,275.0,,0,0,0,0,0,2,33
flat,shree vardhman flora,sector 90,0.65,5000.0,1300.0,Super Built up area 1300(120.77 sq.m.),2,2,2,12.0,East,Undefined,B68311072,1300.0,,,1,0,0,0,0,0,103
flat,dlf the skycourt,sector 86,1.54,9221.0,1670.0,Super Built up area 1929(179.21 sq.m.)Built Up area: 1780 sq.ft. (165.37 sq.m.)Carpet area: 1670 sq.ft. (155.15 sq.m.),3,3,3+,15.0,North-West,Undefined,E69657538,1929.0,1780.0,1670.0,0,0,0,1,0,0,174
house,independent,sector 7,1.16,11693.0,992.0,Plot area 992(92.16 sq.m.)Carpet area: 992 sq.ft. (92.16 sq.m.),5,4,2,3.0,North-East,Undefined,N69560152,,,992.0,0,0,0,0,1,0,39
flat,shree vardhman victoria,sector 70,1.55,7948.0,1950.0,Super Built up area 1950(181.16 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),3,5,3,8.0,South,Undefined,G70133410,1950.0,,1161.0,0,0,0,1,0,0,174
flat,bptp terra,sector 37d,1.98,9036.0,2191.0,Super Built up area 2191(203.55 sq.m.),3,3,3+,12.0,North-East,New Property,Q70028830,2191.0,,,1,0,0,0,0,2,49
flat,breez global heights,sohna road,0.4,6694.0,598.0,Super Built up area 950(88.26 sq.m.)Carpet area: 597.53 sq.ft. (55.51 sq.m.),2,2,2,7.0,,Undefined,F69060286,950.0,,597.53,0,0,0,0,0,0,57
house,emaar mgf marbella,sector 66,18.0,55556.0,3240.0,Plot area 360(301.01 sq.m.),4,4,3+,3.0,East,Undefined,T69288954,,3240.0,,1,1,0,1,0,1,75
flat,tulip monsella,sector 53,7.4,33198.0,2229.0,Carpet area: 2229 (207.08 sq.m.),4,4,3,21.0,,Under Construction,A66658898,,,2229.0,0,0,0,0,0,0,35
house,international city by sobha phase 2,sector 109,6.5,12037.0,5400.0,Plot area 5400(501.68 sq.m.),4,4,3+,1.0,North-East,New Property,W69832586,,5400.0,,0,0,0,1,0,2,160
flat,mapsko mount ville,sector 79,1.2,13837.0,867.0,Super Built up area 1510(140.28 sq.m.)Carpet area: 867.24 sq.ft. (80.57 sq.m.),3,3,3,18.0,North,Undefined,U69665010,1510.0,,867.24,1,1,0,0,0,2,160
flat,ashiana mulberry,sohna road,0.95,6485.0,1465.0,Super Built up area 1465(136.1 sq.m.)Built Up area: 1175.97 sq.ft. (109.25 sq.m.)Carpet area: 834.96 sq.ft. (77.57 sq.m.),2,2,3+,3.0,,New Property,J68379968,1465.0,1175.97,834.96,1,0,0,0,0,0,89
house,independent,sector 46,5.5,23061.0,2385.0,Plot area 265(221.57 sq.m.),8,8,3+,3.0,,Undefined,W70005554,,2385.0,,1,0,0,0,1,2,32
flat,shapoorji pallonji joyville gurugram,sector 102,0.97,16454.0,590.0,Super Built up area 915(85.01 sq.m.)Carpet area: 589.49 sq.ft. (54.77 sq.m.),2,2,2,10.0,North-East,Undefined,T68619970,915.0,,589.49,0,0,0,0,0,0,151
flat,antriksh heights,sector 84,0.73,6083.0,1200.0,Super Built up area 1200(111.48 sq.m.)Carpet area: 870 sq.ft. (80.83 sq.m.),2,2,3+,4.0,North-West,Undefined,K69055174,1200.0,,870.0,1,1,1,0,0,0,158
flat,bestech altura,sector 79,2.55,9532.0,2675.0,Built Up area: 2675 (248.52 sq.m.),4,5,2,4.0,East,New Property,X69888856,,2675.0,,0,0,0,1,0,0,44
flat,pioneer araya,sector 62,7.56,18000.0,4200.0,Built Up area: 4200 (390.19 sq.m.),4,4,3+,23.0,West,Undefined,I69408046,,4200.0,,0,1,0,1,0,2,87
flat,bestech park view grand spa,sector 81,2.2,8270.0,2660.0,Super Built up area 2660(247.12 sq.m.)Carpet area: 2300 sq.ft. (213.68 sq.m.),3,4,3+,8.0,East,Undefined,R68344512,2660.0,,2300.0,0,0,0,1,0,2,165
flat,indiabulls centrum park,sector 103,1.9,5681.0,3344.0,Carpet area: 3344 (310.67 sq.m.),3,4,3+,10.0,North-East,Undefined,D69120526,,,3344.0,1,1,0,1,1,2,49
flat,m3m heights,sector 65,2.1,16653.0,1261.0,Super Built up area 1261(117.15 sq.m.)Carpet area: 800 sq.ft. (74.32 sq.m.),2,2,3,8.0,,Undefined,J69877808,1261.0,,800.0,0,0,0,0,0,0,31
flat,dlf regal gardens,sector 90,1.3,7150.0,1818.0,Super Built up area 1818(168.9 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,3+,7.0,South,Undefined,L69622936,1818.0,1700.0,1400.0,0,0,0,0,0,0,141
flat,pareena mi casa,sector 68,1.7,8504.0,1999.0,Super Built up area 1999(185.71 sq.m.),4,4,3,2.0,,New Property,E68365074,1999.0,,,0,0,0,0,0,0,47
flat,eden landmark,manesar,0.5,3847.0,1300.0,Built Up area: 1300 (120.77 sq.m.),2,2,0,7.0,,Under Construction,N24137865,,1300.0,,0,0,0,0,0,0,0
flat,spectrum centre,sector 82a,0.62,9538.0,650.0,Built Up area: 650 (60.39 sq.m.),1,1,0,6.0,,Undefined,C69239554,,650.0,,0,0,0,0,0,0,0
flat,dlf the ultima,sector 81,2.25,10699.0,2103.0,Super Built up area 2103(195.38 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1257 sq.ft. (116.78 sq.m.),3,3,3+,11.0,North-East,Undefined,L69101800,2103.0,1600.0,1257.0,1,1,0,1,1,1,49
flat,denso haryana housing society,manesar,0.9,4308.0,2089.0,Carpet area: 2089 (194.07 sq.m.),3,3,3+,5.0,East,Undefined,U68196874,,,2089.0,0,0,0,1,0,0,7
flat,emaar mgf palm hills,sector 77,1.08,5400.0,2000.0,Super Built up area 2000(185.81 sq.m.),3,4,3+,5.0,South-West,Undefined,K69722888,2000.0,,,1,0,0,1,1,2,167
house,unitech espace,sector 50,10.3,31790.0,3240.0,Plot area 360(301.01 sq.m.),5,6,3+,3.0,East,Undefined,H69824454,,3240.0,,1,1,1,1,0,2,160
flat,vipul lavanya,sector 81,0.75,5966.0,1257.0,Carpet area: 1257 (116.78 sq.m.),2,2,2,7.0,,Undefined,D69822664,,,1257.0,0,0,0,0,0,0,37
flat,parsvnath green ville,sector 48,1.6,8376.0,1910.0,Super Built up area 1910(177.44 sq.m.)Built Up area: 1895 sq.ft. (176.05 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),3,3,3+,8.0,North,Undefined,R69288018,1910.0,1895.0,1800.0,0,0,0,0,1,2,49
flat,bestech park view ananda,sector 81,1.45,8734.0,1660.0,Super Built up area 1660(154.22 sq.m.)Carpet area: 1082 sq.ft. (100.52 sq.m.),3,2,3+,3.0,,Undefined,A52657366,1660.0,,1082.0,0,0,0,0,1,0,45
flat,emaar mgf emerald floors premier,sector 65,2.7,16363.0,1650.0,Carpet area: 1650 (153.29 sq.m.),3,3,3,5.0,North-West,Undefined,O69850120,,,1650.0,0,0,1,1,0,2,108
flat,dlf the ultima,sector 81,2.28,10841.0,2103.0,Super Built up area 2103(195.38 sq.m.)Built Up area: 1750 sq.ft. (162.58 sq.m.)Carpet area: 1257 sq.ft. (116.78 sq.m.),3,3,3+,14.0,East,Undefined,R69994518,2103.0,1750.0,1257.0,0,0,0,1,0,1,49
flat,residency grand,sector 52,5.0,7692.0,6500.0,Carpet area: 5200 (483.1 sq.m.),5,7,3+,1.0,East,Undefined,U36038313,,,5200.0,0,1,0,1,0,0,77
flat,ireo skyon,sector 60,2.65,13125.0,2019.0,Super Built up area 2045(189.99 sq.m.)Built Up area: 2037 sq.ft. (189.24 sq.m.)Carpet area: 2019 sq.ft. (187.57 sq.m.),3,4,3+,7.0,North-East,Undefined,H68412308,2045.0,2037.0,2019.0,0,0,0,1,0,2,152
flat,krisumi waterfall residences,sector 36a,4.1,15500.0,2645.0,Carpet area: 2538 (235.79 sq.m.),3,4,3,30.0,,Undefined,N69444154,,,2538.0,1,0,0,0,0,1,49
flat,tulip leaf,sector 69,2.06,11386.0,1809.0,Super Built up area 1812(168.34 sq.m.),3,3,3,16.0,South-West,Undefined,B69392810,1812.0,,,0,0,0,0,0,0,49
house,vipul world,sector 48,3.35,5583.0,6000.0,Built Up area: 6000 (557.42 sq.m.),6,5,3+,3.0,South,Undefined,H67904184,,6000.0,,0,0,0,0,0,0,53
flat,m3m golfestate,sector 65,5.0,18518.0,2700.0,Super Built up area 2979(276.76 sq.m.)Built Up area: 2800 sq.ft. (260.13 sq.m.)Carpet area: 2700 sq.ft. (250.84 sq.m.),3,3,3+,28.0,North-East,Undefined,N69817180,2979.0,2800.0,2700.0,0,1,0,1,0,2,165
flat,tulip violet,sector 69,1.2,10909.0,1100.0,Built Up area: 1100 (102.19 sq.m.),2,3,0,0.0,,Undefined,W69926632,,1100.0,,0,0,0,0,0,0,54
flat,m3m skywalk,sector 74,2.25,13636.0,1650.0,Super Built up area 2038(189.34 sq.m.)Built Up area: 1938 sq.ft. (180.05 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),3,3,2,9.0,South,Undefined,Z69139110,2038.0,1938.0,1650.0,0,0,0,1,0,2,174
flat,ireo skyon,sector 60,3.0,12484.0,2403.0,Super Built up area 2403(223.25 sq.m.)Built Up area: 2400 sq.ft. (222.97 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),3,3,3,5.0,North-East,Undefined,O69439286,2403.0,2400.0,2200.0,0,0,0,1,0,2,174
flat,signature global park,sohna road,0.9,8035.0,1120.0,Super Built up area 1120(104.05 sq.m.),3,2,2,2.0,South,Under Construction,E68637580,1120.0,,,0,0,0,0,0,0,144
flat,umang monsoon breeze,sector 78,0.69,5390.0,1280.0,Carpet area: 1280 (118.92 sq.m.),2,2,2,11.0,,Undefined,K69682308,,,1280.0,0,0,0,0,0,0,60
flat,tulip violet,sector 69,1.9,9452.0,2010.0,Super Built up area 2010(186.74 sq.m.),4,4,2,0.0,South-West,Undefined,C69393158,2010.0,,,0,0,0,0,0,0,49
flat,hsiidc sidco aravali,manesar,0.9,3477.0,2588.0,Super Built up area 2588(240.43 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.),3,3,3,2.0,,Undefined,L70035366,2588.0,1900.0,,0,0,0,1,0,1,21
house,ss hibiscus,sector 50,12.25,20940.0,5850.0,Plot area 5850(543.48 sq.m.),5,7,3+,1.0,South-East,Undefined,M69250532,,5850.0,,1,1,0,1,1,2,160
house,bptp visionnaire,sector 70a,5.4,20690.0,2610.0,Plot area 290(242.48 sq.m.),4,5,3+,3.0,North,Undefined,H68309874,,2610.0,,1,1,1,1,0,2,136
flat,la vida by tata housing,sector 113,1.85,11716.0,1579.0,Super Built up area 1579(146.69 sq.m.),3,2,2,7.0,East,New Property,F68295166,1579.0,,,0,0,0,0,0,0,13
house,independent,sector 7,0.27,12000.0,225.0,Plot area 225(20.9 sq.m.),2,2,1,2.0,North-East,Undefined,Z57259810,,225.0,,0,0,0,0,0,0,12
flat,mvn athens,sohna road,0.27,5897.0,458.0,Carpet area: 457.81 (42.53 sq.m.),2,2,1,4.0,South-East,Undefined,S68097944,,,457.788667,0,0,0,0,1,2,35
flat,m3m merlin,sector 67,3.5,14583.0,2400.0,Super Built up area 2400(222.97 sq.m.)Carpet area: 2050 sq.ft. (190.45 sq.m.),3,4,3,17.0,South-East,Undefined,H69409856,2400.0,,2050.0,0,0,1,1,0,2,167
flat,hcbs sports ville,sohna road,0.38,5067.0,750.0,Built Up area: 750 (69.68 sq.m.)Carpet area: 650 sq.ft. (60.39 sq.m.),2,2,2,9.0,East,Undefined,O68368424,,750.0,650.0,0,0,0,0,0,0,0
flat,corona gracieux,sector 76,1.46,5500.0,2655.0,Super Built up area 2650(246.19 sq.m.),4,6,3+,8.0,,New Property,M69166004,2650.0,,,0,0,0,1,0,0,58
flat,la vida by tata housing,sector 113,2.78,10334.0,2690.0,Super Built up area 2690(249.91 sq.m.)Built Up area: 2350 sq.ft. (218.32 sq.m.)Carpet area: 2170 sq.ft. (201.6 sq.m.),3,4,3+,5.0,North-East,Undefined,M68451874,2690.0,2350.0,2170.0,0,0,0,1,0,0,174
flat,shapoorji pallonji joyville gurugram,sector 102,1.05,11475.0,915.0,Carpet area: 915 (85.01 sq.m.),2,2,2,0.0,,Under Construction,O68818592,,,915.0,0,0,0,0,0,0,49
flat,la vida by tata housing,sector 113,1.38,12000.0,1150.0,Super Built up area 1573(146.14 sq.m.)Built Up area: 1350 sq.ft. (125.42 sq.m.)Carpet area: 1150 sq.ft. (106.84 sq.m.),2,2,3,8.0,South-West,New Property,F68449364,1573.0,1350.0,1150.0,1,0,0,0,0,0,174
flat,la lagune,sector 54,6.75,21360.0,3160.0,Super Built up area 3160(293.57 sq.m.)Built Up area: 2455 sq.ft. (228.08 sq.m.)Carpet area: 2240 sq.ft. (208.1 sq.m.),4,6,3+,11.0,East,Undefined,B66133960,3160.0,2455.0,2240.0,0,0,0,1,0,2,119
flat,raheja navodaya,sector 92,0.62,4807.0,1290.0,Built Up area: 1498 (139.17 sq.m.)Carpet area: 1064 sq.ft. (98.85 sq.m.),2,2,2,5.0,,New Property,B24118357,,1498.0,1064.0,0,0,0,0,0,0,0
flat,vipul lavanya,sector 81,1.28,7174.0,1784.0,Carpet area: 1784 (165.74 sq.m.),3,3,3,1.0,North-East,Undefined,H69882504,,,1784.0,0,1,0,1,0,2,49
flat,shree vardhman victoria,sector 70,1.07,7925.0,1350.0,Super Built up area 1350(125.42 sq.m.),2,2,3,8.0,North,Undefined,O69321428,1350.0,,,1,0,0,0,0,0,108
flat,emaar imperial gardens,sector 102,2.05,9876.0,2076.0,Carpet area: 2025 (188.13 sq.m.),3,4,3+,14.0,South,Undefined,P68269824,,,2025.0,0,0,0,1,0,0,116
flat,conscient heritage max,sector 102,1.75,9062.0,1931.0,Super Built up area 1931(179.4 sq.m.),3,4,3+,16.0,South,Undefined,L59898308,1931.0,,,0,0,0,1,0,0,134
flat,mapsko royale ville,sector 82,1.22,7176.0,1700.0,Super Built up area 2300(213.68 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),3,5,3+,10.0,South-West,Undefined,K68544798,2300.0,2000.0,1700.0,0,1,0,1,0,2,76
flat,antriksh heights,sector 84,0.89,4370.0,2037.0,Super Built up area 2025(188.13 sq.m.),3,3,3,8.0,North,Undefined,D69973246,2025.0,,,0,1,0,0,0,0,67
flat,friends apartment,sector 52,2.0,8510.0,2350.0,Super Built up area 2350(218.32 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),4,3,3,5.0,North,Undefined,Q69487782,2350.0,,1850.0,0,0,0,1,0,1,111
flat,cghs airport apartment,sector 47,1.65,7857.0,2100.0,Super Built up area 2100(195.1 sq.m.)Carpet area: 1720 sq.ft. (159.79 sq.m.),3,3,3,1.0,North-East,Undefined,A69847632,2100.0,,1720.0,0,0,0,0,1,2,136
flat,ild greens,sector 37c,0.78,5714.0,1365.0,Super Built up area 1365(126.81 sq.m.)Built Up area: 1068.1 sq.ft. (99.23 sq.m.)Carpet area: 900 sq.ft. (83.61 sq.m.),2,2,3,1.0,North,Undefined,H68779518,1365.0,1068.1,900.0,0,0,0,0,0,2,103
flat,m3m heights,sector 65,2.78,15200.0,1829.0,Super Built up area 1828(169.83 sq.m.),3,3,3,44.0,,Undefined,T69537078,1828.0,,,0,0,0,0,0,0,56
flat,pareena coban residences,sector 99a,1.3,6510.0,1997.0,Built Up area: 1997 (185.53 sq.m.),3,3,0,16.0,,Undefined,O68022476,,1997.0,,0,0,0,0,0,0,0
flat,umang winter hills,sector 77,0.71,5305.0,1338.0,Super Built up area 1342(124.68 sq.m.)Carpet area: 810 sq.ft. (75.25 sq.m.),2,2,2,6.0,North-West,Undefined,K68224474,1342.0,,810.0,1,0,0,0,0,0,108
flat,sare green parc phase 3,sector 92,0.75,7142.0,1050.0,Super Built up area 1326(123.19 sq.m.)Built Up area: 1298 sq.ft. (120.59 sq.m.)Carpet area: 1050 sq.ft. (97.55 sq.m.),3,2,2,3.0,East,New Property,B69104786,1326.0,1298.0,1050.0,0,0,0,0,0,0,121
house,huda plots,sector 56,2.95,20359.0,1449.0,Plot area 161(134.62 sq.m.)Built Up area: 1000 sq.yards (836.13 sq.m.),2,2,2,1.0,North,Undefined,P69594254,,1000.0,,0,0,0,0,0,0,31
house,independent,sector 13,9.0,100000.0,900.0,Plot area 900(83.61 sq.m.),10,5,3+,4.0,,Undefined,H63238820,,900.0,,0,0,0,0,0,0,0
flat,ss the leaf,sector 85,2.13,7574.0,2812.0,Super Built up area 2812(261.24 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),4,4,3,2.0,North,Undefined,E70087294,2812.0,2600.0,2200.0,0,0,0,0,0,0,49
flat,dlf regency park,sector 28,1.91,16608.0,1150.0,Carpet area: 1150 (106.84 sq.m.),2,2,2,11.0,,New Property,B68992854,,,1150.0,0,0,0,0,0,1,98
flat,ambience creacions,sector 22,4.3,13915.0,3090.0,Super Built up area 3090(287.07 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2100 sq.ft. (195.1 sq.m.),3,4,3+,6.0,South-West,Undefined,B69960750,3090.0,2600.0,2100.0,0,0,0,1,1,1,120
flat,ats tourmaline,sector 109,1.75,10000.0,1750.0,Super Built up area 1750(162.58 sq.m.)Built Up area: 1466 sq.ft. (136.2 sq.m.)Carpet area: 1460 sq.ft. (135.64 sq.m.),3,3,3,4.0,,New Property,R67560124,1750.0,1466.0,1460.0,0,0,0,0,0,0,31
house,independent,sector 4,0.5,10482.0,477.0,Built Up area: 53 (44.31 sq.m.),5,3,0,1.0,,Undefined,J69670098,,53.0,,0,0,0,0,0,0,0
house,independent,sector 3,3.5,9210.0,3800.0,Built Up area: 3800 (353.03 sq.m.),1,1,0,1.0,,Undefined,Z67766806,,3800.0,,0,0,0,0,0,0,0
flat,ansal heights 86,sector 86,0.78,5735.0,1360.0,Built Up area: 1360 (126.35 sq.m.),2,2,2,8.0,North,New Property,K57098890,,1360.0,,0,0,0,0,0,0,72
flat,ansal maple heights,sector 43,1.5,12658.0,1185.0,Super Built up area 1400(130.06 sq.m.)Built Up area: 1385 sq.ft. (128.67 sq.m.)Carpet area: 1185 sq.ft. (110.09 sq.m.),3,3,3+,7.0,North-East,Undefined,H69801220,1400.0,1385.0,1185.0,0,0,1,0,0,2,174
flat,dlf new town heights,sector 91,2.0,6967.0,2871.0,Super Built up area 2727(253.35 sq.m.),4,4,3+,16.0,East,Undefined,K47366137,2727.0,,,1,1,0,1,0,0,65
house,dlf city plots,sector 26,26.0,57206.0,4545.0,Plot area 505(422.24 sq.m.),6,7,3+,2.0,North-East,New Property,Q69182156,,4545.0,,1,1,0,1,1,2,138
flat,dlf new town heights,sector 90,1.55,6556.0,2364.0,Super Built up area 2364(219.62 sq.m.),4,4,3+,1.0,South-East,Undefined,P44401719,2364.0,,,0,1,0,1,0,0,81
house,international city by sobha phase 2,sector 109,10.0,27778.0,3600.0,Plot area 400(334.45 sq.m.),4,5,3+,2.0,East,New Property,D67028538,,3600.0,,1,1,0,1,1,2,49
flat,deepak minda,manesar,1.2,4528.0,2650.0,Carpet area: 2650 (246.19 sq.m.),3,3,3+,6.0,North-West,Undefined,X68196798,,,2650.0,0,0,0,1,0,0,7
flat,chd avenue,sector 71,1.35,5744.0,2350.0,Super Built up area 2350(218.32 sq.m.),4,4,3,8.0,North-West,Undefined,W69335304,2350.0,,,0,0,0,1,0,0,26
flat,shree balaji appartment,sector 33,0.4,5000.0,800.0,Super Built up area 800(74.32 sq.m.),2,2,2,1.0,,Undefined,N59277376,800.0,,,0,0,0,0,0,1,0
flat,umang monsoon breeze,sector 78,1.15,5284.0,2176.0,Super Built up area 2176(202.16 sq.m.),3,3,3,9.0,,Undefined,A68942872,2176.0,,,0,0,0,1,1,0,22
flat,tulip monsella,sector 53,5.6,19363.0,2892.0,Super Built up area 2892(268.68 sq.m.),3,3,3+,1.0,,Under Construction,G64731824,2892.0,,,0,0,0,0,0,0,42
house,independent,sector 41,11.0,33951.0,3240.0,Plot area 360(301.01 sq.m.),4,4,2,3.0,East,New Property,J69424116,,3240.0,,1,1,0,1,0,0,35
flat,aipl the peaceful homes,sector 70a,2.55,11860.0,2150.0,Super Built up area 2150(199.74 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.),3,3,3,20.0,North-East,New Property,I69625984,2150.0,2000.0,,0,1,0,1,1,2,150
house,project mianwali colony,sector 12,1.7,9444.0,1800.0,Carpet area: 1800 (167.23 sq.m.),1,1,2,1.0,,Undefined,M69654546,,,1800.0,0,0,0,0,0,0,0
flat,professors enclave cghs,sector 56,1.54,8324.0,1850.0,Super Built up area 2000(185.81 sq.m.)Built Up area: 1920 sq.ft. (178.37 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),3,3,2,6.0,South,Undefined,U69431586,2000.0,1920.0,1850.0,0,1,0,1,0,2,104
flat,greenopolis,sector 89,0.9,4700.0,1915.0,Built Up area: 1910 (177.44 sq.m.),3,3,0,14.0,,Under Construction,I19370017,,1910.0,,0,0,0,0,0,0,67
flat,tarc maceo,sector 91,0.96,5413.0,1774.0,Super Built up area 1404(130.44 sq.m.),2,2,3+,8.0,East,Undefined,Q65461140,1404.0,,,0,0,0,0,0,0,85
flat,puri diplomatic greens,sector 111,3.45,11694.0,2950.0,Super Built up area 2950(274.06 sq.m.),4,5,3+,10.0,North,Undefined,T69579124,2950.0,,,0,0,0,1,0,0,101
flat,dlf the skycourt,sector 86,1.6,8294.0,1929.0,Super Built up area 1929(179.21 sq.m.),3,3,1,14.0,North-East,Undefined,F70081718,1929.0,,,0,1,0,0,0,0,72
flat,shapoorji pallonji joyville gurugram,sector 102,2.12,11447.0,1852.0,Super Built up area 1852(172.06 sq.m.)Carpet area: 1320 sq.ft. (122.63 sq.m.),3,3,3,9.0,South-East,New Property,R66900322,1852.0,,1320.0,0,0,0,0,0,0,109
flat,piedmont taksila heights,sector 37c,1.0,6506.0,1537.0,Carpet area: 1537 (142.79 sq.m.),3,3,3+,8.0,,Undefined,E68414772,,,1537.0,0,0,0,0,0,2,49
flat,dlf regal gardens,sector 90,1.25,7167.0,1744.0,Super Built up area 1744(162.02 sq.m.),3,3,2,11.0,East,Undefined,I69160896,1744.0,,,0,0,0,0,1,0,14
flat,godrej nature plus,sector 33,1.07,7725.0,1385.0,Super Built up area 1385(128.67 sq.m.),2,2,2,14.0,North-East,Under Construction,K68519126,1385.0,,,0,0,0,0,0,0,68
flat,alpha corp gurgaonone,sector 84,2.2,7586.0,2900.0,Carpet area: 2900 (269.42 sq.m.),4,4,3,10.0,South,Undefined,C69431042,,,2900.0,0,0,0,1,0,0,21
house,independent,sector 28,4.5,125000.0,360.0,Built Up area: 360 (33.45 sq.m.),4,4,0,4.0,,Undefined,L68904950,,360.0,,0,0,0,0,0,0,0
flat,emaar imperial gardens,sector 102,1.85,9135.0,2025.0,Carpet area: 2025 (188.13 sq.m.),3,3,3+,0.0,South-West,Undefined,Z68808868,,,2025.0,0,0,0,1,0,2,95
flat,mvn athens,sohna road,0.21,4666.0,450.0,Carpet area: 450 (41.81 sq.m.),1,1,1,11.0,,New Property,G61217010,,,450.0,0,0,0,0,0,0,16
flat,bestech park view ananda,sector 81,1.15,6927.0,1660.0,Super Built up area 1660(154.22 sq.m.)Carpet area: 1082 sq.ft. (100.52 sq.m.),3,2,3+,12.0,East,Undefined,G69408148,1660.0,,1082.0,0,0,0,0,0,0,101
house,independent,sector 56,11.95,43534.0,2745.0,Plot area 305(255.02 sq.m.),12,12,3+,4.0,West,Undefined,K69588928,,2745.0,,0,0,0,1,0,2,21
flat,pyramid elite,sector 86,0.45,7739.0,581.0,Carpet area: 581.41 (54.01 sq.m.),2,2,1,4.0,,Under Construction,I68593654,,,581.3582389999999,0,0,0,0,0,0,66
flat,hero homes,sector 104,1.2,17548.0,684.0,Super Built up area 1099(102.1 sq.m.)Carpet area: 683.83 sq.ft. (63.53 sq.m.),2,2,2,22.0,,Under Construction,H50203156,1099.0,,683.83,0,0,0,0,0,0,30
flat,shree vardhman victoria,sector 70,1.23,9111.0,1350.0,Super Built up area 1350(125.42 sq.m.),2,2,3,1.0,North-East,Undefined,O69936994,1350.0,,,1,0,0,0,0,0,43
flat,breez global heights,sohna road,0.39,4105.0,950.0,Super Built up area 950(88.26 sq.m.)Built Up area: 720 sq.ft. (66.89 sq.m.)Carpet area: 610 sq.ft. (56.67 sq.m.),2,2,2,3.0,,Undefined,Y67381466,950.0,720.0,610.0,0,0,0,0,0,0,0
